ID клиента,Тип компании,Прибыль компании-клиента,Постоянный или новый клиент,Потребность клиента в товаре,Договор_заключен,Стадия работы с клиентом
806,Торговля,2186823,Новый,Средняя потребность,0,Холодный звонок
807,Продажи,3234632,Постоянный,Высокая потребность,1,Договор заключен
808,Маркетинг,10451059,Постоянный,Низкая потребность,0,Работа над договором
809,Финансы,12190341,Постоянный,Низкая потребность,0,Работа над договором
810,Ритейл,4693368,Новый,Нет потребности,0,Холодный звонок
811,Маркетинг,8977057,Постоянный,Срочная потребность,1,Договор заключен
812,Ритейл,13546195,Новый,Высокая потребность,1,Договор заключен
813,Консалтинг,8940602,Постоянный,Нет потребности,0,Работа над договором
814,Строительство,7745667,Постоянный,Нет потребности,0,Холодный звонок
815,Торговля,1575173,Постоянный,Высокая потребность,1,Договор заключен
816,Торговля,9119723,Постоянный,Средняя потребность,1,Договор заключен
817,Маркетинг,16084632,Постоянный,Высокая потребность,1,Договор заключен
818,Маркетинг,12591160,Постоянный,Средняя потребность,0,Работа над договором
819,Консалтинг,17877091,Постоянный,Срочная потребность,1,Договор заключен
820,Ритейл,2654502,Новый,Средняя потребность,0,Договор расторгнут
821,Маркетинг,368680,Постоянный,Высокая потребность,0,Договор расторгнут
822,Консалтинг,11030955,Постоянный,Нет потребности,0,Холодный звонок
823,Маркетинг,3695292,Постоянный,Срочная потребность,1,Договор заключен
824,Консалтинг,11940728,Новый,Срочная потребность,1,Договор заключен
825,Консалтинг,18092498,Постоянный,Высокая потребность,1,Договор заключен
826,Маркетинг,6842172,Новый,Средняя потребность,0,Договор расторгнут
827,Консалтинг,11057448,Постоянный,Низкая потребность,1,Договор заключен
828,Ритейл,13681659,Постоянный,Срочная потребность,1,Договор заключен
829,Ритейл,3128285,Постоянный,Высокая потребность,1,Договор заключен
830,Маркетинг,17962898,Постоянный,Средняя потребность,0,Работа над договором
831,Строительство,4175390,Постоянный,Средняя потребность,0,Работа над договором
832,Строительство,16194243,Постоянный,Средняя потребность,1,Договор заключен
833,Продажи,13250726,Постоянный,Срочная потребность,1,Договор заключен
834,Строительство,2948156,Новый,Высокая потребность,0,Холодный звонок
835,Торговля,14537613,Новый,Высокая потребность,1,Договор заключен
836,Торговля,4050012,Новый,Высокая потребность,1,Договор заключен
837,Торговля,12048622,Постоянный,Средняя потребность,1,Договор заключен
838,Строительство,19199682,Постоянный,Средняя потребность,0,Работа над договором
839,Маркетинг,19069995,Новый,Нет потребности,0,Работа над договором
840,Ритейл,17444085,Постоянный,Высокая потребность,1,Договор заключен
841,Финансы,9957162,Постоянный,Средняя потребность,1,Договор заключен
842,Консалтинг,11256823,Новый,Средняя потребность,0,Работа над договором
843,Ритейл,6110397,Постоянный,Средняя потребность,0,Холодный звонок
844,Маркетинг,18431022,Постоянный,Низкая потребность,1,Договор заключен
845,Маркетинг,9623073,Новый,Высокая потребность,0,Работа над договором
846,Маркетинг,15466779,Постоянный,Средняя потребность,0,Холодный звонок
847,Строительство,7289375,Постоянный,Нет потребности,0,Холодный звонок
848,Маркетинг,14847419,Постоянный,Высокая потребность,1,Договор заключен
849,Торговля,4604655,Постоянный,Средняя потребность,0,Холодный звонок
850,Консалтинг,14715842,Постоянный,Средняя потребность,1,Договор заключен
851,Ритейл,1062370,Новый,Средняя потребность,0,Работа над договором
852,Торговля,2230654,Новый,Срочная потребность,0,Холодный звонок
853,Ритейл,7141417,Постоянный,Средняя потребность,0,Работа над договором
854,Строительство,9718408,Постоянный,Высокая потребность,1,Договор заключен
855,Финансы,14271475,Новый,Срочная потребность,1,Договор заключен
856,Торговля,7277188,Постоянный,Высокая потребность,1,Договор заключен
857,Строительство,515990,Постоянный,Средняя потребность,0,Работа над договором
858,Маркетинг,6609065,Постоянный,Высокая потребность,1,Договор заключен
859,Консалтинг,8867693,Постоянный,Средняя потребность,1,Договор заключен
860,Торговля,10942840,Постоянный,Средняя потребность,0,Холодный звонок
861,Ритейл,12933586,Постоянный,Высокая потребность,1,Договор заключен
862,Ритейл,5066112,Постоянный,Средняя потребность,1,Договор заключен
863,Маркетинг,12266521,Постоянный,Низкая потребность,0,Работа над договором
864,Торговля,12687012,Постоянный,Средняя потребность,1,Договор заключен
865,Торговля,15566471,Постоянный,Низкая потребность,1,Договор заключен
866,Консалтинг,10512690,Постоянный,Средняя потребность,0,Работа над договором
867,Торговля,16238816,Постоянный,Высокая потребность,1,Договор заключен
868,Торговля,4548834,Постоянный,Срочная потребность,1,Договор заключен
869,Продажи,14277360,Постоянный,Нет потребности,0,Холодный звонок
870,Маркетинг,1060012,Постоянный,Высокая потребность,0,Работа над договором
871,Продажи,2190534,Постоянный,Средняя потребность,0,Холодный звонок
872,Строительство,17314707,Новый,Нет потребности,0,Работа над договором
873,Маркетинг,9579195,Постоянный,Средняя потребность,1,Договор заключен
874,Маркетинг,12473788,Новый,Низкая потребность,0,Холодный звонок
875,Консалтинг,12127608,Новый,Низкая потребность,0,Работа над договором
876,Продажи,13943008,Постоянный,Средняя потребность,1,Договор заключен
877,Продажи,5024485,Постоянный,Средняя потребность,0,Холодный звонок
878,Торговля,3688480,Новый,Высокая потребность,1,Договор заключен
879,Продажи,994653,Постоянный,Нет потребности,0,Работа над договором
880,Консалтинг,17315644,Постоянный,Низкая потребность,0,Договор расторгнут
881,Маркетинг,4588267,Постоянный,Низкая потребность,1,Договор заключен
882,Торговля,11567120,Постоянный,Высокая потребность,1,Договор заключен
883,Продажи,9179653,Постоянный,Средняя потребность,1,Договор заключен
884,Строительство,3372779,Новый,Высокая потребность,0,Холодный звонок
885,Торговля,8366516,Новый,Средняя потребность,0,Договор расторгнут
886,Торговля,1801558,Постоянный,Нет потребности,0,Холодный звонок
887,Маркетинг,3656839,Постоянный,Срочная потребность,1,Договор заключен
888,Строительство,2922924,Постоянный,Низкая потребность,1,Договор заключен
889,Маркетинг,16514648,Новый,Низкая потребность,0,Холодный звонок
890,Строительство,11413246,Постоянный,Низкая потребность,1,Договор заключен
891,Маркетинг,18524880,Новый,Срочная потребность,0,Работа над договором
892,Консалтинг,8804314,Новый,Высокая потребность,1,Договор заключен
893,Продажи,4146764,Постоянный,Высокая потребность,0,Договор расторгнут
894,Ритейл,12230438,Постоянный,Срочная потребность,1,Договор заключен
895,Торговля,18602022,Новый,Низкая потребность,0,Работа над договором
896,Консалтинг,10721967,Постоянный,Срочная потребность,1,Договор заключен
897,Продажи,504540,Постоянный,Низкая потребность,0,Работа над договором
898,Маркетинг,6176925,Новый,Высокая потребность,0,Холодный звонок
899,Маркетинг,18510505,Постоянный,Средняя потребность,1,Договор заключен
900,Консалтинг,10439230,Постоянный,Средняя потребность,0,Холодный звонок
901,Маркетинг,19045786,Постоянный,Срочная потребность,1,Договор заключен
902,Маркетинг,10259027,Постоянный,Низкая потребность,0,Работа над договором
903,Строительство,389229,Новый,Срочная потребность,1,Договор заключен
904,Ритейл,17480073,Постоянный,Средняя потребность,1,Договор заключен
905,Продажи,15295933,Постоянный,Высокая потребность,1,Договор заключен
906,Консалтинг,14347676,Постоянный,Срочная потребность,1,Договор заключен
907,Финансы,19408501,Новый,Нет потребности,0,Холодный звонок
908,Строительство,4044452,Постоянный,Срочная потребность,1,Договор заключен
909,Финансы,18132159,Новый,Высокая потребность,0,Холодный звонок
910,Маркетинг,4767577,Постоянный,Высокая потребность,1,Договор заключен
911,Торговля,19418596,Новый,Низкая потребность,0,Холодный звонок
912,Строительство,3949904,Новый,Высокая потребность,0,Холодный звонок
913,Финансы,11073921,Новый,Высокая потребность,1,Договор заключен
914,Ритейл,15818480,Новый,Средняя потребность,1,Договор заключен
915,Консалтинг,1701399,Постоянный,Низкая потребность,1,Договор заключен
916,Продажи,1474101,Новый,Средняя потребность,0,Работа над договором
917,Продажи,17018315,Постоянный,Срочная потребность,1,Договор заключен
918,Торговля,1349470,Постоянный,Нет потребности,1,Договор заключен
919,Строительство,12334490,Новый,Высокая потребность,0,Холодный звонок
920,Консалтинг,18773667,Новый,Срочная потребность,0,Холодный звонок
921,Ритейл,12352524,Постоянный,Нет потребности,0,Холодный звонок
922,Консалтинг,9697862,Постоянный,Низкая потребность,0,Работа над договором
923,Продажи,8432484,Постоянный,Высокая потребность,0,Холодный звонок
924,Строительство,12817547,Постоянный,Нет потребности,0,Работа над договором
925,Строительство,11501063,Постоянный,Высокая потребность,1,Договор заключен
926,Ритейл,10110075,Постоянный,Высокая потребность,1,Договор заключен
927,Продажи,3198558,Постоянный,Высокая потребность,0,Работа над договором
928,Финансы,13303944,Постоянный,Средняя потребность,0,Холодный звонок
929,Финансы,14834435,Постоянный,Высокая потребность,1,Договор заключен
930,Консалтинг,14220769,Постоянный,Высокая потребность,1,Договор заключен
931,Продажи,1639093,Новый,Низкая потребность,0,Работа над договором
932,Консалтинг,14102199,Постоянный,Высокая потребность,1,Договор заключен
933,Строительство,14636148,Постоянный,Срочная потребность,1,Договор заключен
934,Консалтинг,3790783,Постоянный,Высокая потребность,0,Холодный звонок
935,Продажи,17002221,Постоянный,Средняя потребность,1,Договор заключен
936,Ритейл,10548339,Новый,Средняя потребность,0,Холодный звонок
937,Строительство,9528503,Постоянный,Низкая потребность,0,Работа над договором
938,Строительство,14496303,Постоянный,Средняя потребность,1,Договор заключен
939,Продажи,10270132,Новый,Нет потребности,0,Работа над договором
940,Продажи,10963185,Новый,Срочная потребность,0,Холодный звонок
941,Консалтинг,6347453,Постоянный,Средняя потребность,0,Работа над договором
942,Финансы,18568349,Постоянный,Срочная потребность,1,Договор заключен
943,Ритейл,19393752,Постоянный,Низкая потребность,0,Работа над договором
944,Продажи,2739060,Постоянный,Средняя потребность,0,Работа над договором
945,Маркетинг,14702520,Постоянный,Средняя потребность,1,Договор заключен
946,Маркетинг,613190,Постоянный,Средняя потребность,0,Холодный звонок
947,Ритейл,7474422,Новый,Высокая потребность,0,Работа над договором
948,Маркетинг,19404454,Постоянный,Срочная потребность,1,Договор заключен
949,Ритейл,3619926,Постоянный,Срочная потребность,1,Договор заключен
950,Строительство,7633430,Постоянный,Низкая потребность,0,Холодный звонок
951,Маркетинг,4508654,Новый,Высокая потребность,0,Работа над договором
952,Финансы,14605170,Постоянный,Низкая потребность,0,Холодный звонок
953,Консалтинг,9358857,Новый,Срочная потребность,1,Договор заключен
954,Финансы,11923381,Новый,Высокая потребность,1,Договор заключен
955,Торговля,18859982,Постоянный,Средняя потребность,0,Работа над договором
956,Консалтинг,10492870,Постоянный,Низкая потребность,0,Работа над договором
957,Финансы,14722804,Постоянный,Нет потребности,0,Работа над договором
958,Консалтинг,2093478,Постоянный,Средняя потребность,0,Холодный звонок
959,Ритейл,4422588,Новый,Срочная потребность,0,Работа над договором
960,Финансы,18945168,Постоянный,Высокая потребность,1,Договор заключен
961,Строительство,17212288,Постоянный,Срочная потребность,1,Договор заключен
962,Финансы,13185023,Постоянный,Низкая потребность,0,Холодный звонок
963,Торговля,7657280,Постоянный,Высокая потребность,0,Договор расторгнут
964,Строительство,4116093,Постоянный,Средняя потребность,1,Договор заключен
965,Ритейл,17056685,Постоянный,Высокая потребность,1,Договор заключен
966,Консалтинг,15738305,Постоянный,Средняя потребность,0,Работа над договором
967,Консалтинг,4947737,Постоянный,Средняя потребность,1,Договор заключен
968,Финансы,11858160,Постоянный,Высокая потребность,1,Договор заключен
969,Ритейл,12430413,Постоянный,Низкая потребность,0,Работа над договором
970,Маркетинг,9627659,Постоянный,Средняя потребность,0,Холодный звонок
971,Финансы,18544409,Новый,Высокая потребность,0,Работа над договором
972,Финансы,2613399,Постоянный,Низкая потребность,0,Работа над договором
973,Продажи,5269196,Постоянный,Срочная потребность,0,Договор расторгнут
974,Продажи,2036318,Постоянный,Высокая потребность,0,Работа над договором
975,Строительство,13904592,Постоянный,Срочная потребность,1,Договор заключен
976,Строительство,12933592,Постоянный,Высокая потребность,1,Договор заключен
977,Маркетинг,19748155,Постоянный,Высокая потребность,1,Договор заключен
978,Консалтинг,10914943,Новый,Высокая потребность,1,Договор заключен
979,Финансы,3139375,Постоянный,Срочная потребность,1,Договор заключен
980,Продажи,9099999,Постоянный,Высокая потребность,1,Договор заключен
981,Консалтинг,1904785,Постоянный,Средняя потребность,0,Работа над договором
982,Консалтинг,13467603,Постоянный,Низкая потребность,0,Договор расторгнут
983,Продажи,13532774,Постоянный,Высокая потребность,1,Договор заключен
984,Консалтинг,17174364,Постоянный,Нет потребности,0,Договор расторгнут
985,Консалтинг,6893758,Постоянный,Средняя потребность,0,Работа над договором
986,Консалтинг,6305911,Постоянный,Нет потребности,0,Работа над договором
987,Консалтинг,1564202,Новый,Высокая потребность,0,Холодный звонок
988,Финансы,8390781,Постоянный,Низкая потребность,0,Работа над договором
989,Строительство,9584816,Новый,Высокая потребность,0,Холодный звонок
990,Торговля,15126488,Постоянный,Высокая потребность,1,Договор заключен
991,Финансы,15112347,Постоянный,Срочная потребность,1,Договор заключен
992,Продажи,2934014,Новый,Средняя потребность,0,Работа над договором
993,Строительство,5809679,Постоянный,Высокая потребность,1,Договор заключен
994,Продажи,10302718,Новый,Высокая потребность,0,Договор расторгнут
995,Продажи,6800680,Постоянный,Средняя потребность,1,Договор заключен
996,Консалтинг,657105,Постоянный,Высокая потребность,1,Договор заключен
997,Продажи,16937133,Новый,Низкая потребность,1,Договор заключен
998,Финансы,14665765,Постоянный,Срочная потребность,1,Договор заключен
999,Ритейл,10473427,Постоянный,Низкая потребность,1,Договор заключен
1000,Продажи,6452175,Постоянный,Срочная потребность,1,Договор заключен
